H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|496484|05943738|255643917|MzA4MDc1NjY2M2FkaXF6a2N4|2013-07-02|Appointment of director|Appointment of Mr Martin Jerrold as a director||Appointment of director|https://opencorporates.com/statements/255643917|AP01|x
D|496484|05943738|255643920|MzA4MDc1NzIzMWFkaXF6a2N4|2013-07-01|Appointment of secretary|Appointment of Mrs Helen Jane Jerrold as a secretary||Appointment of secretary|https://opencorporates.com/statements/255643920|AP03|x
D|496484|05943738|255643921|MzA4MDc1NjM4N2FkaXF6a2N4|2013-07-01|Change of registered office address|Registered office address changed from  Pean Hill Park Pean Hill Canterbury Kent CT5 3BJ England on 2013-07-01||Change of registered office address|https://opencorporates.com/statements/255643921|AD01|x
D|496484|05943738|255643923|MzA4MDE3NzA3OGFkaXF6a2N4|2013-06-21|Annual Accounts|Total exemption small company accounts made up to 2012-09-30||Annual Accounts|https://opencorporates.com/statements/255643923|AA|x
D|496484|05943738|255643924|MzA3NTY1NzEyNWFkaXF6a2N4|2013-04-04|Annual Return|Annual return made up to 2013-03-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643924|AR01|x
D|496484|05943738|255643926|MzA2MTY5MDYzMWFkaXF6a2N4|2012-07-31|Annual Accounts|Total exemption small company accounts made up to 2011-09-30||Annual Accounts|https://opencorporates.com/statements/255643926|AA|x
D|496484|05943738|255643927|MzA1MzQzODc4N2FkaXF6a2N4|2012-03-01|Annual Return|Annual return made up to 2012-03-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643927|AR01|x
D|496484|05943738|255643928|MzA1MzMyMjc3M2FkaXF6a2N4|2012-02-29|Termination of appointment of director |Termination of appointment of Sara Kennett as a director||Termination of appointment of director |https://opencorporates.com/statements/255643928|TM01|x
D|496484|05943738|255643930|MzA1MTQ3MjA1OWFkaXF6a2N4|2012-01-27|Termination of appointment of director |Termination of appointment of Trevor Kennett as a director||Termination of appointment of director |https://opencorporates.com/statements/255643930|TM01|x
D|496484|05943738|255643931|MzA0NjMzNzA0N2FkaXF6a2N4|2011-10-31|Annual Return|Annual return made up to 2011-09-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643931|AR01|x
D|496484|05943738|255643933|MzA0NDQwOTI0OGFkaXF6a2N4|2011-09-26|Change of registered office address|Registered office address changed from  8 Flamingo Drive Stillwater Park Herne Bay Kent CT6 5PY United Kingdom on 2011-09-26||Change of registered office address|https://opencorporates.com/statements/255643933|AD01|x
D|496484|05943738|255643935|MzA0MDM4NTc2OWFkaXF6a2N4|2011-07-13|Annual Accounts|Total exemption full accounts made up to 2010-09-30||Annual Accounts|https://opencorporates.com/statements/255643935|AA|x
D|496484|05943738|255643936|MzAzNzg4NTU3NWFkaXF6a2N4|2011-05-27|Change of registered office address|Registered office address changed from  35-36 the Innovation Centre Kent University University Road Canterbury Kent CT2 7FG on 2011-05-27||Change of registered office address|https://opencorporates.com/statements/255643936|AD01|x
D|496484|05943738|255643938|MzAyNTcyMzE1MGFkaXF6a2N4|2010-10-22|Annual Return|Annual return made up to 2010-09-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643938|AR01|x
D|496484|05943738|255643941|MzAyNTcyMjk3NmFkaXF6a2N4|2010-10-22|Change of director's details|Director's details changed for Sara Kennett on 2010-09-22||Change of director's details|https://opencorporates.com/statements/255643941|CH01|x
D|496484|05943738|255643942|MzAxMjQ5NjI1NmFkaXF6a2N4|2010-03-30|Annual Accounts|Total exemption small company accounts made up to 2009-09-30||Annual Accounts|https://opencorporates.com/statements/255643942|AA|x
D|496484|05943738|255643945|MzAwNjc3NjYzMmFkaXF6a2N4|2010-01-11|Change of registered office address|Registered office address changed from  Suite 5 Old Brewery Business Centre 75 Stour Street Canterbury Kent CT1 2NR on 2010-01-11||Change of registered office address|https://opencorporates.com/statements/255643945|AD01|x
D|496484|05943738|255643947|MzAwMTk0NDUyM2FkaXF6a2N4|2009-11-02|Annual Return|Annual return made up to 2009-09-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/255643947|AR01|x
D|496484|05943738|255643949|MjA0MTkzNDAzMWFkaXF6a2N4|2009-09-23|Filing dated 2009-09-23|Director appointed trevor kennett|||https://opencorporates.com/statements/255643949|288a|x
F|1
