H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|70031|0259372|168653672|MzEyMzIxMzMwM2FkaXF6a2N4|2015-05-20|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/168653672|AA|x
D|70031|0259372|234857089|MzEyMzIxMzMwM2FkaXF6a2N4|2015-05-20|Annual Accounts|Total exemption small company accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/234857089|AA|x
D|70031|0259372|168653673|MzExMTYyNzk0NmFkaXF6a2N4|2014-11-19|Annual Return|Annual return made up to 2014-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653673|AR01|x
D|70031|0259372|234857092|MzExMTYyNzk0NmFkaXF6a2N4|2014-11-19|Annual Return|Annual return made up to 2014-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857092|AR01|x
D|70031|0259372|234857095|MzEwODAwODY5MmFkaXF6a2N4|2014-09-23|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/234857095|AA|x
D|70031|0259372|168653674|MzEwODAwODY5MmFkaXF6a2N4|2014-09-23|Annual Accounts|Total exemption small company accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/168653674|AA|x
D|70031|0259372|168653675|MzA4OTA3NTk1NWFkaXF6a2N4|2013-11-20|Annual Return|Annual return made up to 2013-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653675|AR01|x
D|70031|0259372|234857098|MzA4OTA3NTk1NWFkaXF6a2N4|2013-11-20|Annual Return|Annual return made up to 2013-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857098|AR01|x
D|70031|0259372|168653676|MzA4Mzg2ODUwNGFkaXF6a2N4|2013-08-27|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/168653676|AA|x
D|70031|0259372|234857102|MzA4Mzg2ODUwNGFkaXF6a2N4|2013-08-27|Annual Accounts|Total exemption small company accounts made up to 2012-12-31||Annual Accounts|https://opencorporates.com/statements/234857102|AA|x
D|70031|0259372|168653677|MzA2ODUyMDkwMWFkaXF6a2N4|2012-12-03|Annual Return|Annual return made up to 2012-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653677|AR01|x
D|70031|0259372|234857105|MzA2ODUyMDkwMWFkaXF6a2N4|2012-12-03|Annual Return|Annual return made up to 2012-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857105|AR01|x
D|70031|0259372|234857108|MzA1ODQ2NTg5M2FkaXF6a2N4|2012-05-31|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/234857108|AA|x
D|70031|0259372|168653679|MzA1ODQ2NTg5M2FkaXF6a2N4|2012-05-31|Annual Accounts|Total exemption small company accounts made up to 2011-12-31||Annual Accounts|https://opencorporates.com/statements/168653679|AA|x
D|70031|0259372|168653680|MzA0NzU2MDQ4NWFkaXF6a2N4|2011-11-22|Annual Return|Annual return made up to 2011-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653680|AR01|x
D|70031|0259372|234857111|MzA0NzU2MDQ4NWFkaXF6a2N4|2011-11-22|Annual Return|Annual return made up to 2011-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857111|AR01|x
D|70031|0259372|168653681|MzA0NDgyMTg1N2FkaXF6a2N4|2011-10-03|Annual Accounts|Total exemption small company accounts made up to 2010-12-31||Annual Accounts|https://opencorporates.com/statements/168653681|AA|x
D|70031|0259372|234857113|MzA0NDgyMTg1N2FkaXF6a2N4|2011-10-03|Annual Accounts|Total exemption small company accounts made up to 2010-12-31||Annual Accounts|https://opencorporates.com/statements/234857113|AA|x
D|70031|0259372|168653682|MzAyNzU0MjM4NWFkaXF6a2N4|2010-11-24|Annual Return|Annual return made up to 2010-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653682|AR01|x
D|70031|0259372|234857116|MzAyNzU0MjM4NWFkaXF6a2N4|2010-11-24|Annual Return|Annual return made up to 2010-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857116|AR01|x
D|70031|0259372|168653683|MzAyMzQ5NjU3OWFkaXF6a2N4|2010-09-17|Annual Accounts|Total exemption small company accounts made up to 2009-12-31||Annual Accounts|https://opencorporates.com/statements/168653683|AA|x
D|70031|0259372|234857118|MzAyMzQ5NjU3OWFkaXF6a2N4|2010-09-17|Annual Accounts|Total exemption small company accounts made up to 2009-12-31||Annual Accounts|https://opencorporates.com/statements/234857118|AA|x
D|70031|0259372|168653684|MzAwMzY3Njc0OWFkaXF6a2N4|2009-11-25|Annual Return|Annual return made up to 2009-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/168653684|AR01|x
D|70031|0259372|168653685|MzAwMzY3NjE0NmFkaXF6a2N4|2009-11-25|Change of director's details|Director's details changed for Mrs Vanessa Tudor Dupont on 2009-11-25||Change of director's details|https://opencorporates.com/statements/168653685|CH01|x
D|70031|0259372|234857126|MzAwMzY3NjE0NWFkaXF6a2N4|2009-11-25|Change of director's details|Director's details changed for Ian Anthony Forster Dupont on 2009-11-25||Change of director's details|https://opencorporates.com/statements/234857126|CH01|x
D|70031|0259372|168653686|MzAwMzY3NjE0NWFkaXF6a2N4|2009-11-25|Change of director's details|Director's details changed for Ian Anthony Forster Dupont on 2009-11-25||Change of director's details|https://opencorporates.com/statements/168653686|CH01|x
D|70031|0259372|234857124|MzAwMzY3NjE0NmFkaXF6a2N4|2009-11-25|Change of director's details|Director's details changed for Mrs Vanessa Tudor Dupont on 2009-11-25||Change of director's details|https://opencorporates.com/statements/234857124|CH01|x
D|70031|0259372|234857121|MzAwMzY3Njc0OWFkaXF6a2N4|2009-11-25|Annual Return|Annual return made up to 2009-11-15 with full list of shareholders||Annual Return|https://opencorporates.com/statements/234857121|AR01|x
D|70031|0259372|234857129|MzAwMzU0NjM1MGFkaXF6a2N4|2009-11-24|Termination of appointment of director |Termination of appointment of Melvyn Manning as a director||Termination of appointment of director |https://opencorporates.com/statements/234857129|TM01|x
D|82461|01507907|220772337|MzEzNDk4MjAxNmFkaXF6a2N4|2015-11-11|Annual Return|Annual return made up to 2015-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772337|AR01|x
D|82461|01507907|220772338|MzEzMzA5NjU0OWFkaXF6a2N4|2015-10-17|Annual Accounts|Accounts for a small company made up to 2015-01-31||Annual Accounts|https://opencorporates.com/statements/220772338|AA|x
D|82461|01507907|150995994|MzExMTgxMzQ5OWFkaXF6a2N4|2014-11-21|Annual Return|Annual return made up to 2014-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150995994|AR01|x
D|82461|01507907|220772339|MzExMTgxMzQ5OWFkaXF6a2N4|2014-11-21|Annual Return|Annual return made up to 2014-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772339|AR01|x
D|82461|01507907|220772340|MzExMDc3MzIzN2FkaXF6a2N4|2014-11-06|Annual Accounts|Accounts for a small company made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/220772340|AA|x
D|82461|01507907|150995995|MzExMDc3MzIzN2FkaXF6a2N4|2014-11-06|Annual Accounts|Accounts for a small company made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/150995995|AA|x
D|82461|01507907|150995996|MzA4OTYwMzIzOWFkaXF6a2N4|2013-11-27|Annual Return|Annual return made up to 2013-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150995996|AR01|x
D|82461|01507907|220772342|MzA4OTYwMzIzOWFkaXF6a2N4|2013-11-27|Annual Return|Annual return made up to 2013-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772342|AR01|x
D|82461|01507907|150995997|MzA4NzgzNzUzNGFkaXF6a2N4|2013-10-29|Annual Accounts|Accounts for a small company made up to 2013-01-31||Annual Accounts|https://opencorporates.com/statements/150995997|AA|x
D|82461|01507907|220772343|MzA4NzgzNzUzNGFkaXF6a2N4|2013-10-29|Annual Accounts|Accounts for a small company made up to 2013-01-31||Annual Accounts|https://opencorporates.com/statements/220772343|AA|x
D|82461|01507907|220772345|MzA2Njg5MjY3N2FkaXF6a2N4|2012-11-02|Annual Return|Annual return made up to 2012-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772345|AR01|x
D|82461|01507907|150995998|MzA2Njg5MjY3N2FkaXF6a2N4|2012-11-02|Annual Return|Annual return made up to 2012-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150995998|AR01|x
D|82461|01507907|220772346|MzA2NTMyNTIyMmFkaXF6a2N4|2012-10-05|Annual Accounts|Accounts for a small company made up to 2012-01-31||Annual Accounts|https://opencorporates.com/statements/220772346|AA|x
D|82461|01507907|150995999|MzA2NTMyNTIyMmFkaXF6a2N4|2012-10-05|Annual Accounts|Accounts for a small company made up to 2012-01-31||Annual Accounts|https://opencorporates.com/statements/150995999|AA|x
D|82461|01507907|150996000|MzA0NjYzOTcwMGFkaXF6a2N4|2011-11-04|Annual Return|Annual return made up to 2011-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150996000|AR01|x
D|82461|01507907|220772347|MzA0NjYzOTcwMGFkaXF6a2N4|2011-11-04|Annual Return|Annual return made up to 2011-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772347|AR01|x
D|82461|01507907|150996001|MzA0MzczNDA5NmFkaXF6a2N4|2011-09-13|Annual Accounts|Full accounts made up to 2011-01-31||Annual Accounts|https://opencorporates.com/statements/150996001|AA|x
D|82461|01507907|220772348|MzA0MzczNDA5NmFkaXF6a2N4|2011-09-13|Annual Accounts|Full accounts made up to 2011-01-31||Annual Accounts|https://opencorporates.com/statements/220772348|AA|x
D|82461|01507907|150996002|MzAyNjI1NjkwNmFkaXF6a2N4|2010-11-02|Annual Return|Annual return made up to 2010-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150996002|AR01|x
D|82461|01507907|150996003|MzAyNjIxMTAxMGFkaXF6a2N4|2010-11-02|Change of director's details|Director's details changed for Mr Stephen Cleveland Sim on 2010-11-01||Change of director's details|https://opencorporates.com/statements/150996003|CH01|x
D|82461|01507907|220772349|MzAyNjI1NjkwNmFkaXF6a2N4|2010-11-02|Annual Return|Annual return made up to 2010-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772349|AR01|x
D|82461|01507907|220772350|MzAyNjIxMTAxMGFkaXF6a2N4|2010-11-02|Change of director's details|Director's details changed for Mr Stephen Cleveland Sim on 2010-11-01||Change of director's details|https://opencorporates.com/statements/220772350|CH01|x
D|82461|01507907|150996004|MzAyMjczMDE4OGFkaXF6a2N4|2010-09-06|Annual Accounts|Full accounts made up to 2010-01-31||Annual Accounts|https://opencorporates.com/statements/150996004|AA|x
D|82461|01507907|220772351|MzAyMjczMDE4OGFkaXF6a2N4|2010-09-06|Annual Accounts|Full accounts made up to 2010-01-31||Annual Accounts|https://opencorporates.com/statements/220772351|AA|x
D|82461|01507907|150996005|MzAwMzAyNzg4OWFkaXF6a2N4|2009-11-17|Annual Return|Annual return made up to 2009-11-02 with full list of shareholders||Annual Return|https://opencorporates.com/statements/150996005|AR01|x
D|82461|01507907|220772352|MzAwMzAyNzg4OWFkaXF6a2N4|2009-11-17|Annual Return|Annual return made up to 2009-11-02 with full list of shareholders||Annual Return|https://opencorporates.com/statements/220772352|AR01|x
D|82461|01507907|150996010|MzAwMjIzMjk3NGFkaXF6a2N4|2009-11-05|Change of director's details|Director's details changed for James Ernest Rand on 2009-11-01||Change of director's details|https://opencorporates.com/statements/150996010|CH01|x
D|82461|01507907|220772359|MzAwMjIzMjk3NGFkaXF6a2N4|2009-11-05|Change of director's details|Director's details changed for James Ernest Rand on 2009-11-01||Change of director's details|https://opencorporates.com/statements/220772359|CH01|x
D|82461|01507907|150996013|MzAwMjIyODQzNmFkaXF6a2N4|2009-11-05|Change of director's details|Director's details changed for Stephen Cleveland Sim on 2009-03-01||Change of director's details|https://opencorporates.com/statements/150996013|CH01|x
D|82461|01507907|220772357|MzAwMjIzMjk3MmFkaXF6a2N4|2009-11-05|Change of director's details|Director's details changed for John Anthony Bilson on 2009-11-01||Change of director's details|https://opencorporates.com/statements/220772357|CH01|x
D|68951|04519551|306505435|MzEzODQ0MTk2N2FkaXF6a2N4|2016-01-05|Annual Accounts|Total exemption small company accounts made up to 2015-05-31||Annual Accounts|https://opencorporates.com/statements/306505435|AA|x
D|68951|04519551|306505437|MzEzODA5NDQ1M2FkaXF6a2N4|2015-12-22|Annual Return|Annual return made up to 2015-12-21 with full list of shareholders||Annual Return|https://opencorporates.com/statements/306505437|AR01|x
D|68951|04519551|306505438|MzEzODA5NDM1MmFkaXF6a2N4|2015-12-22|Change of director's details|Director's details changed for Mr Stephen Wallace on 2015-06-01||Change of director's details|https://opencorporates.com/statements/306505438|CH01|x
D|68951|04519551|289810893|MzEzNzkxODcyM2FkaXF6a2N4|2015-12-18|Return of allotment of shares|Statement of capital following an allotment of shares on 2015-06-01||Return of allotment of shares|https://opencorporates.com/statements/289810893|SH01|x
D|68951|04519551|223215150|MzEzMTE3MDAzN2FkaXF6a2N4|2015-09-17|Appointment of director|Appointment of Mr Stephen Wallace as a director on 2015-06-01||Appointment of director|https://opencorporates.com/statements/223215150|AP01|x
D|68951|04519551|153880291|MzEzMTE3MDAzN2FkaXF6a2N4|2015-09-17|Appointment of director|Appointment of Mr Stephen Wallace as a director on 2015-06-01||Appointment of director|https://opencorporates.com/statements/153880291|AP01|x
D|68951|04519551|223215151|MzEzMDYwNzQyMmFkaXF6a2N4|2015-09-08|Annual Return|Annual return made up to 2015-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215151|AR01|x
D|68951|04519551|153880293|MzEzMDYwNzQyMmFkaXF6a2N4|2015-09-08|Annual Return|Annual return made up to 2015-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880293|AR01|x
D|68951|04519551|153880298|MzExMzIyMjkyMWFkaXF6a2N4|2014-12-15|Annual Accounts|Total exemption small company accounts made up to 2014-05-31||Annual Accounts|https://opencorporates.com/statements/153880298|AA|x
D|68951|04519551|223215152|MzExMzIyMjkyMWFkaXF6a2N4|2014-12-15|Annual Accounts|Total exemption small company accounts made up to 2014-05-31||Annual Accounts|https://opencorporates.com/statements/223215152|AA|x
D|68951|04519551|153880302|MzEwNjY2NTcxMWFkaXF6a2N4|2014-09-02|Annual Return|Annual return made up to 2014-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880302|AR01|x
D|68951|04519551|223215153|MzEwNjY2NTcxMWFkaXF6a2N4|2014-09-02|Annual Return|Annual return made up to 2014-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215153|AR01|x
D|68951|04519551|223215154|MzA5MTM3NTA4N2FkaXF6a2N4|2013-12-23|Annual Accounts|Total exemption small company accounts made up to 2013-05-31||Annual Accounts|https://opencorporates.com/statements/223215154|AA|x
D|68951|04519551|153880309|MzA5MTM3NTA4N2FkaXF6a2N4|2013-12-23|Annual Accounts|Total exemption small company accounts made up to 2013-05-31||Annual Accounts|https://opencorporates.com/statements/153880309|AA|x
D|68951|04519551|223215155|MzA5MDUxMDQ5NGFkaXF6a2N4|2013-12-11|Change of registered office address|Registered office address changed from  Logic House Harfreys Road Harfreys Industrial Estate Great Yarmouth Norfolk NR31 0LS on 2013-12-11||Change of registered office address|https://opencorporates.com/statements/223215155|AD01|x
D|68951|04519551|153880314|MzA5MDUxMDQ5NGFkaXF6a2N4|2013-12-11|Change of registered office address|Registered office address changed from  Logic House Harfreys Road Harfreys Industrial Estate Great Yarmouth Norfolk NR31 0LS on 2013-12-11||Change of registered office address|https://opencorporates.com/statements/153880314|AD01|x
D|68951|04519551|223215156|MzA4Mzk4NDMyMmFkaXF6a2N4|2013-08-28|Annual Return|Annual return made up to 2013-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215156|AR01|x
D|68951|04519551|153880316|MzA4Mzk4NDMyMmFkaXF6a2N4|2013-08-28|Annual Return|Annual return made up to 2013-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880316|AR01|x
D|68951|04519551|153880319|MzA2NzE5ODk4NGFkaXF6a2N4|2012-11-08|Annual Accounts|Total exemption small company accounts made up to 2012-05-31||Annual Accounts|https://opencorporates.com/statements/153880319|AA|x
D|68951|04519551|223215157|MzA2NzE5ODk4NGFkaXF6a2N4|2012-11-08|Annual Accounts|Total exemption small company accounts made up to 2012-05-31||Annual Accounts|https://opencorporates.com/statements/223215157|AA|x
D|68951|04519551|153880320|MzA2MzMxMDg5NmFkaXF6a2N4|2012-08-31|Annual Return|Annual return made up to 2012-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880320|AR01|x
D|68951|04519551|223215158|MzA2MzMxMDg5NmFkaXF6a2N4|2012-08-31|Annual Return|Annual return made up to 2012-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215158|AR01|x
D|68951|04519551|153880321|MzA1MDE4MTM4NWFkaXF6a2N4|2012-01-05|Annual Accounts|Total exemption small company accounts made up to 2011-05-31||Annual Accounts|https://opencorporates.com/statements/153880321|AA|x
D|68951|04519551|223215159|MzA1MDE4MTM4NWFkaXF6a2N4|2012-01-05|Annual Accounts|Total exemption small company accounts made up to 2011-05-31||Annual Accounts|https://opencorporates.com/statements/223215159|AA|x
D|68951|04519551|223215160|MzA0Mzg5MzMyOWFkaXF6a2N4|2011-09-15|Annual Return|Annual return made up to 2011-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215160|AR01|x
D|68951|04519551|153880323|MzA0Mzg5MzMyOWFkaXF6a2N4|2011-09-15|Annual Return|Annual return made up to 2011-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880323|AR01|x
D|68951|04519551|223215161|MzAyODI5MDAyNWFkaXF6a2N4|2010-12-06|Annual Accounts|Total exemption small company accounts made up to 2010-05-31||Annual Accounts|https://opencorporates.com/statements/223215161|AA|x
D|68951|04519551|153880324|MzAyODI5MDAyNWFkaXF6a2N4|2010-12-06|Annual Accounts|Total exemption small company accounts made up to 2010-05-31||Annual Accounts|https://opencorporates.com/statements/153880324|AA|x
D|68951|04519551|223215162|MzAyMzQyMjM2MGFkaXF6a2N4|2010-09-16|Annual Return|Annual return made up to 2010-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/223215162|AR01|x
D|68951|04519551|153880326|MzAyMzQyMjM2MGFkaXF6a2N4|2010-09-16|Annual Return|Annual return made up to 2010-08-27 with full list of shareholders||Annual Return|https://opencorporates.com/statements/153880326|AR01|x
D|1084818|08387452|311588272|MzE0MDI5MTk1N2FkaXF6a2N4|2016-01-22|Annual Return|Annual return made up to 2016-01-22 with full list of shareholders||Annual Return|https://opencorporates.com/statements/311588272|AR01|x
D|1084818|08387452|292699386|MzEzNDM5MjgzOWFkaXF6a2N4|2015-11-10|Annual Accounts|Total exemption small company accounts made up to 2015-01-31||Annual Accounts|https://opencorporates.com/statements/292699386|AA|x
D|1084818|08387452|292699389|QTRJNjBRQkZhZGlxemtjeA|2015-10-29|Filing dated 2015-10-29|Resolutions|||https://opencorporates.com/statements/292699389|RESOLUTIONS|x
D|1084818|08387452|292699387|MzEzNDA5NDg4OGFkaXF6a2N4|2015-10-29|Notice of name or other designation of class of shares|Change of share class name or designation||Notice of name or other designation of class of shares|https://opencorporates.com/statements/292699387|SH08|x
D|1084818|08387452|292699399|MzEzMzAzNTIyNmFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mrs Hayleigh Collins as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699399|AP01|x
D|1084818|08387452|292699398|MzEzMzAzNTQzMGFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mr Gary Collins as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699398|AP01|x
D|1084818|08387452|292699400|MzEzMzAzNTA5M2FkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Miss Jemma Bishop as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699400|AP01|x
D|1084818|08387452|292699397|MzEzMzAzNTUxOWFkaXF6a2N4|2015-10-14|Appointment of director|Appointment of Mr Jon Bocking as a director on 2015-10-01||Appointment of director|https://opencorporates.com/statements/292699397|AP01|x
D|1084818|08387452|292699394|MzEzMzAzNTUzMGFkaXF6a2N4|2015-10-14|Termination of appointment of director |Termination of appointment of Alison Bishop as a director on 2015-10-01||Termination of appointment of director |https://opencorporates.com/statements/292699394|TM01|x
D|1084818|08387452|292699393|MzEzMzAzNjQ3OGFkaXF6a2N4|2015-10-14|Termination of appointment of director |Termination of appointment of Glen Paul Bishop as a director on 2015-10-10||Termination of appointment of director |https://opencorporates.com/statements/292699393|TM01|x
D|1084818|08387452|292699391|MzEzMzAzNjk3M2FkaXF6a2N4|2015-10-14|Return of allotment of shares|Statement of capital following an allotment of shares on 2015-09-28||Return of allotment of shares|https://opencorporates.com/statements/292699391|SH01|x
D|1084818|08387452|292699401|MzEzMjY4NTAzOWFkaXF6a2N4|2015-10-08|Change of registered office address|Registered office address changed from 23 London Road Downham Market Norfolk PE38 9BJ to 30 Old Market Wisbech Cambridgeshire PE13 1NB on 2015-10-08||Change of registered office address|https://opencorporates.com/statements/292699401|AD01|x
D|1084818|08387452|292699402|MzExNjY2MDYxNmFkaXF6a2N4|2015-02-04|Annual Return|Annual return made up to 2015-02-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/292699402|AR01|x
D|1084818|08387452|292699403|MzExMDQ5NTUyNWFkaXF6a2N4|2014-10-31|Annual Accounts|Total exemption small company accounts made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/292699403|AA|x
D|1084818|08387452|292699404|MzA5NzIwMjU0N2FkaXF6a2N4|2014-03-28|Change of accounting reference date|Previous accounting period shortened from 2014-02-28 to 2014-01-31||Change of accounting reference date|https://opencorporates.com/statements/292699404|AA01|x
D|1084818|08387452|292699405|MzA5NDc5NzA5MmFkaXF6a2N4|2014-02-19|Annual Return|Annual return made up to 2014-02-04 with full list of shareholders||Annual Return|https://opencorporates.com/statements/292699405|AR01|x
D|1084818|08387452|292699407|MzA3MzQ1NzcyN2FkaXF6a2N4|2013-02-25|Change of director's details|Director's details changed for Alison Bishop on 2013-02-04||Change of director's details|https://opencorporates.com/statements/292699407|CH01|x
D|1084818|08387452|292699408|MzA3MjIxMTM0MGFkaXF6a2N4|2013-02-04|Filing dated 2013-02-04|Incorporation|||https://opencorporates.com/statements/292699408|NEWINC|x
D|69577|0758857|290322650|MzEzNTQ2NjM4MGFkaXF6a2N4|2015-11-19|Annual Return|Annual return made up to 2015-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/290322650|AR01|x
D|69577|0758857|290322651|MzEzNTM1ODEwNGFkaXF6a2N4|2015-11-17|Annual Accounts|Total exemption small company accounts made up to 2015-04-30||Annual Accounts|https://opencorporates.com/statements/290322651|AA|x
D|69577|0758857|166071017|MzExNjM4ODE5NWFkaXF6a2N4|2015-02-09|Annual Accounts|Total exemption small company accounts made up to 2014-04-30||Annual Accounts|https://opencorporates.com/statements/166071017|AA|x
D|69577|0758857|232388259|MzExNjM4ODE5NWFkaXF6a2N4|2015-02-09|Annual Accounts|Total exemption small company accounts made up to 2014-04-30||Annual Accounts|https://opencorporates.com/statements/232388259|AA|x
D|69577|0758857|232388262|MzExMTAzOTUwN2FkaXF6a2N4|2014-11-11|Annual Return|Annual return made up to 2014-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/232388262|AR01|x
D|69577|0758857|166071019|MzExMTAzOTUwN2FkaXF6a2N4|2014-11-11|Annual Return|Annual return made up to 2014-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/166071019|AR01|x
D|69577|0758857|166071020|MzExMTAyMjQxOWFkaXF6a2N4|2014-11-10|Change of director's details|Director's details changed for Jonathan Robert Smith on 2014-11-10||Change of director's details|https://opencorporates.com/statements/166071020|CH01|x
D|69577|0758857|232388264|MzExMTAyMjQxOWFkaXF6a2N4|2014-11-10|Change of director's details|Director's details changed for Jonathan Robert Smith on 2014-11-10||Change of director's details|https://opencorporates.com/statements/232388264|CH01|x
D|69577|0758857|166071021|MzA5MDE0MzU1MmFkaXF6a2N4|2013-12-05|Annual Accounts|Total exemption small company accounts made up to 2013-04-30||Annual Accounts|https://opencorporates.com/statements/166071021|AA|x
D|69577|0758857|232388265|MzA5MDE0MzU1MmFkaXF6a2N4|2013-12-05|Annual Accounts|Total exemption small company accounts made up to 2013-04-30||Annual Accounts|https://opencorporates.com/statements/232388265|AA|x
D|69577|0758857|166071024|MzA4OTQ3MDA4N2FkaXF6a2N4|2013-11-26|Annual Return|Annual return made up to 2013-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/166071024|AR01|x
D|69577|0758857|232388267|MzA4OTQ3MDA4N2FkaXF6a2N4|2013-11-26|Annual Return|Annual return made up to 2013-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/232388267|AR01|x
D|69577|0758857|232388269|MzA4NDU1OTk5NGFkaXF6a2N4|2013-09-06|Appointment of director|Appointment of Jonathan Robert Smith as a director||Appointment of director|https://opencorporates.com/statements/232388269|AP01|x
D|69577|0758857|166071025|MzA4NDU1OTk5NGFkaXF6a2N4|2013-09-06|Appointment of director|Appointment of Jonathan Robert Smith as a director||Appointment of director|https://opencorporates.com/statements/166071025|AP01|x
D|69577|0758857|166071030|MzA2OTE5OTgxN2FkaXF6a2N4|2012-12-11|Annual Accounts|Total exemption small company accounts made up to 2012-04-30||Annual Accounts|https://opencorporates.com/statements/166071030|AA|x
D|69577|0758857|232388271|MzA2OTE5OTgxN2FkaXF6a2N4|2012-12-11|Annual Accounts|Total exemption small company accounts made up to 2012-04-30||Annual Accounts|https://opencorporates.com/statements/232388271|AA|x
D|69577|0758857|166071032|MzA2NzExNjU0MmFkaXF6a2N4|2012-11-07|Annual Return|Annual return made up to 2012-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/166071032|AR01|x
D|69577|0758857|232388273|MzA2NzExNjU0MmFkaXF6a2N4|2012-11-07|Annual Return|Annual return made up to 2012-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/232388273|AR01|x
D|69577|0758857|232388275|MzA1MTQzMDQwM2FkaXF6a2N4|2012-01-26|Annual Accounts|Total exemption small company accounts made up to 2011-04-30||Annual Accounts|https://opencorporates.com/statements/232388275|AA|x
D|69577|0758857|166071035|MzA1MTQzMDQwM2FkaXF6a2N4|2012-01-26|Annual Accounts|Total exemption small company accounts made up to 2011-04-30||Annual Accounts|https://opencorporates.com/statements/166071035|AA|x
D|69577|0758857|232388278|MzA0NjU1OTIyNGFkaXF6a2N4|2011-11-04|Annual Return|Annual return made up to 2011-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/232388278|AR01|x
D|69577|0758857|166071040|MzA0NjU1OTIyNGFkaXF6a2N4|2011-11-04|Annual Return|Annual return made up to 2011-11-01 with full list of shareholders||Annual Return|https://opencorporates.com/statements/166071040|AR01|x
D|69577|0758857|232388279|MzAzMzYzMjQ2M2FkaXF6a2N4|2011-03-10|Filing dated 2011-03-10||||https://opencorporates.com/statements/232388279|MISC|x
D|69577|0758857|166071043|MzAzMzYzMjQ2M2FkaXF6a2N4|2011-03-10|Filing dated 2011-03-10||||https://opencorporates.com/statements/166071043|MISC|x
